epoch,accuracy,loss,lr,precision,recall,val_accuracy,val_loss,val_precision,val_recall
0,0.6896108388900757,0.9910671710968018,1e-04,0.7402698397636414,0.6469817757606506,0.8340450525283813,0.5503814816474915,0.8616625070571899,0.808812141418457
